accuracy,pruning,sparsity,model,dataset,seed,layer_id,layer_name,layer_sparsity,nodes,edges,cut-edges,motif,no_connected_components,mean_connected_components,avg_node_strength,1-hop_nei,cut-nodes,k-core,spectral_gap,spectral_radius
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,17,layer2.2.conv2,0.000868055562023,64,7,7,7,57,1.1228070175438596,0.0043506622314453,1.109375,2,0.15625,0.0484305322170257,0.1510967922193154
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,18,layer2.3.conv1,0.0001085069452528,64,1,1,0,63,1.0158730158730158,0.0005373954772949,1.015625,0,0.03125,0.0171966534107923,0.0343933105468749
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,19,layer2.3.conv2,0.0003255208430346,64,3,3,3,61,1.0491803278688523,0.0014984607696533,1.046875,1,0.0625,0.0280546601861715,0.0645086083323305
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,20,layer2.4.conv1,0.0010850694961845,64,9,2,16,57,1.1228070175438596,0.0042223930358886,1.140625,2,0.21875,0.0258906856179237,0.0957183663507576
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,21,layer2.4.conv2,0.0001085069452528,64,1,1,0,63,1.0158730158730158,0.0003190040588378,1.015625,0,0.03125,0.010208130814135,0.020416259765625
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,22,layer3.0.conv1,0.0008138020639307,96,11,5,16,87,1.103448275862069,0.0037240982055664,1.1145833333333333,4,0.1666666666666666,0.0198723152279853,0.100151746516173
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,23,layer3.0.conv2,2.7126736313221045e-05,128,1,1,0,127,1.0078740157480317,0.000173807144165,1.0078125,0,0.015625,0.011123658157885,0.0222473144531249
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,24,layer3.0.shortcut.0,0.0185546875,96,38,14,110,68,1.411764705882353,0.146126019457976,1.3958333333333333,8,0.46875,0.1461269855499267,2.2922417846639807
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,25,layer3.1.conv1,0.000135633687023,128,3,3,3,125,1.024,0.0006234645843505,1.0234375,1,0.03125,0.0230430606752634,0.0532112615601602
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,26,layer3.1.conv2,8.138021075865254e-05,128,3,3,1,125,1.024,0.0005221366882324,1.0234375,1,0.0390625,0.0041823722422122,0.0330516134029897
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,27,layer3.2.conv1,0.0005967881879769,128,18,5,54,114,1.1228070175438596,0.0030212998390197,1.140625,2,0.1953125,0.0159392599016428,0.1047917347448573
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,28,layer3.2.conv2,0.0001898871560115,128,7,7,8,121,1.0578512396694215,0.0010900497436523,1.0546875,3,0.0703125,0.0069944504648447,0.0464667601387172
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,29,layer3.3.conv1,0.0005696614389307,128,13,7,29,117,1.094017094017094,0.002349853515625,1.1015625,3,0.1328125,0.01474698074162,0.0910906779056175
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,30,layer3.3.conv2,0.0005425347480922,128,17,13,65,112,1.1428571428571428,0.0027096271514892,1.1328125,4,0.1640625,0.0148690082132816,0.1203481746475046
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,31,layer3.4.conv1,0.0002170138905057,128,5,5,5,123,1.0406504065040652,0.0066542625427246,1.0390625,3,0.046875,0.3654757440090179,0.772658809413963
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,32,layer3.4.conv2,0.0011121961288154,128,33,12,127,104,1.2307692307692308,0.0079441666603088,1.2578125,6,0.3515625,0.1024136841297149,0.3301555460136972
0.043,prospr,0.98,Resnet-32,tinyimagenet,1,33,linear,0.0174218751490116,264,223,21,2502,179,1.4748603351955307,0.4492179426279934,1.8446969696969695,11,1.0075757575757576,1.7860684394836426,13.037878593667308
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,0,conv1,0.8148148059844971,19,48,0,408,1,19.0,0.2829132080078125,3.526315789473684,0,3.0,0.3371286988258362,1.0819269035659524
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,1,layer1.0.conv1,0.5763888955116272,32,243,0,3476,1,32.0,0.3502840995788574,8.59375,0,13.84375,0.2948473989963531,0.7183656526569331
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,2,layer1.0.conv2,0.5763888955116272,32,237,0,3307,1,32.0,0.3488295078277588,8.40625,0,11.9375,0.2952459156513214,0.7253706346905338
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,3,layer1.1.conv1,0.5325520634651184,32,235,0,3253,1,32.0,0.330449104309082,8.34375,0,11.96875,0.2670594453811645,0.6865291039878401
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,4,layer1.1.conv2,0.5299479365348816,32,236,0,3273,1,32.0,0.3492269515991211,8.375,0,12.0,0.2908255755901336,0.722106008524691
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,5,layer1.2.conv1,0.4283854067325592,32,211,0,2662,1,32.0,0.3034048080444336,7.59375,0,9.8125,0.2375673055648803,0.6473499196827256
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,6,layer1.2.conv2,0.3602430522441864,32,195,0,2265,1,32.0,0.2728941440582275,7.09375,0,9.65625,0.2029813677072525,0.5915953585640025
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,7,layer1.3.conv1,0.26171875,32,164,0,1656,1,32.0,0.2329244613647461,6.125,0,7.59375,0.1800450980663299,0.5477633711969798
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,8,layer1.3.conv2,0.2009548544883728,32,140,0,1241,2,16.0,0.1937184333801269,5.375,0,6.1875,0.1560419201850891,0.4860492120391062
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,9,layer1.4.conv1,0.1215277761220932,32,104,4,731,1,32.0,0.1447768211364746,4.25,4,4.1875,0.1027976125478744,0.4040914383326814
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,10,layer1.4.conv2,0.1215277761220932,32,108,1,782,1,32.0,0.1424994468688964,4.375,1,4.40625,0.0915799587965011,0.3830598246963911
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,11,layer2.0.conv1,0.0581597238779068,48,107,6,778,10,4.8,0.0982669194539388,3.2291666666666665,4,2.7916666666666665,0.0962564349174499,0.4348732954558302
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,12,layer2.0.conv2,0.0147569440305233,64,74,4,395,32,2.0,0.0368854999542236,2.15625,4,1.5,0.0544447228312492,0.2572035197550399
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,13,layer2.0.shortcut.0,0.203125,48,104,5,571,6,8.0,0.1461380322774251,3.1666666666666665,4,2.8125,0.0804288238286972,0.5948301510065134
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,14,layer2.1.conv1,0.0060763889923691,64,39,10,173,40,1.6,0.0174719095230102,1.609375,5,0.765625,0.0336063429713249,0.172116297963176
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,15,layer2.1.conv2,0.0040147569961845,64,20,9,62,49,1.3061224489795915,0.0094501972198486,1.3125,5,0.453125,0.0380102843046188,0.1483480824604809
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,16,layer2.2.conv1,0.0007595486240461,64,7,7,16,57,1.1228070175438596,0.0028271675109863,1.109375,2,0.125,0.0138655267655849,0.0848685971246983
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,17,layer2.2.conv2,0.000868055562023,64,7,7,9,57,1.1228070175438596,0.0030877590179443,1.109375,2,0.140625,0.0110001135617494,0.0701408520597846
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,18,layer2.3.conv1,0.0010850694961845,64,5,5,6,59,1.0847457627118644,0.0026981830596923,1.078125,2,0.09375,0.0187166687101125,0.0808026389615059
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,19,layer2.3.conv2,0.0,64,0,0,0,64,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,20,layer2.4.conv1,0.0001085069452528,64,1,1,0,63,1.0158730158730158,0.0004153251647949,1.015625,0,0.03125,0.0132904071360826,0.0265808105468749
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,21,layer2.4.conv2,0.0,64,0,0,0,64,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,22,layer3.0.conv1,0.0,96,0,0,0,96,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,23,layer3.0.conv2,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,24,layer3.0.shortcut.0,0.0,96,0,0,0,96,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,25,layer3.1.conv1,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,26,layer3.1.conv2,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,27,layer3.2.conv1,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,28,layer3.2.conv2,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,29,layer3.3.conv1,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,30,layer3.3.conv2,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,31,layer3.4.conv1,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,32,layer3.4.conv2,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.005,prospr,0.98,Resnet-32,tinyimagenet,2,33,linear,0.0004687499895226,264,6,6,10,258,1.0232558139534884,0.0010626821806936,1.0227272727272727,1,0.0303030303030303,0.0245764665305614,0.136754274563184
0.126,snip,0.98,Resnet-32,tinyimagenet,0,0,conv1,0.6712962985038757,19,48,0,408,1,19.0,7.406506990131579,3.526315789473684,0,3.0,9.057265281677246,29.67670367508208
0.126,snip,0.98,Resnet-32,tinyimagenet,0,1,layer1.0.conv1,0.4301215410232544,32,249,0,3634,1,32.0,8.232304573059082,8.78125,0,13.96875,5.547809600830078,17.867653302155258
0.126,snip,0.98,Resnet-32,tinyimagenet,0,2,layer1.0.conv2,0.4149305522441864,32,250,0,3660,1,32.0,6.746883392333984,8.8125,0,15.0,5.020584583282471,14.03981952312322
0.126,snip,0.98,Resnet-32,tinyimagenet,0,3,layer1.1.conv1,0.3146701455116272,32,242,0,3433,1,32.0,6.1257323026657104,8.5625,0,13.0,4.398003578186035,13.063716909330212
0.126,snip,0.98,Resnet-32,tinyimagenet,0,4,layer1.1.conv2,0.2899305522441864,32,238,0,3322,1,32.0,4.928507924079895,8.4375,0,12.9375,3.545923948287964,10.491371388889691
0.126,snip,0.98,Resnet-32,tinyimagenet,0,5,layer1.2.conv1,0.2534722089767456,32,229,0,3077,1,32.0,5.166140079498291,8.15625,0,11.9375,3.63602614402771,10.908863038797
0.126,snip,0.98,Resnet-32,tinyimagenet,0,6,layer1.2.conv2,0.2261284738779068,32,218,0,2794,1,32.0,4.276222229003906,7.8125,0,10.9375,2.7308244705200195,9.28541731820861
0.126,snip,0.98,Resnet-32,tinyimagenet,0,7,layer1.3.conv1,0.1861979216337204,32,194,0,2227,1,32.0,4.288805961608887,7.0625,0,8.9375,2.645754337310791,9.609253635743377
0.126,snip,0.98,Resnet-32,tinyimagenet,0,8,layer1.3.conv2,0.1293402761220932,32,166,0,1680,1,32.0,3.3858333826065063,6.1875,0,7.46875,2.159297466278076,7.812789334574291
0.126,snip,0.98,Resnet-32,tinyimagenet,0,9,layer1.4.conv1,0.1553819477558136,32,175,0,1849,1,32.0,3.5018919706344604,6.46875,0,7.75,2.264014959335327,8.02557371023079
0.126,snip,0.98,Resnet-32,tinyimagenet,0,10,layer1.4.conv2,0.1085069477558136,32,153,0,1415,1,32.0,2.702346444129944,5.78125,0,6.65625,1.6344189643859863,6.188377742344828
0.126,snip,0.98,Resnet-32,tinyimagenet,0,11,layer2.0.conv1,0.099609375,48,272,0,3500,1,48.0,3.6752893924713135,6.666666666666667,0,7.458333333333333,2.4693472385406494,10.685329744867872
0.126,snip,0.98,Resnet-32,tinyimagenet,0,12,layer2.0.conv2,0.0278862845152616,64,210,2,1494,2,32.0,2.080659359693527,4.28125,2,3.984375,0.9467391967773438,6.358615750334907
0.126,snip,0.98,Resnet-32,tinyimagenet,0,13,layer2.0.shortcut.0,0.3125,48,160,1,1224,2,24.0,1.7388234734535215,4.333333333333333,1,4.270833333333333,0.6304420232772827,5.500770874533813
0.126,snip,0.98,Resnet-32,tinyimagenet,0,14,layer2.1.conv1,0.0205078125,64,164,2,913,2,32.0,1.3280069828033447,3.5625,2,3.125,0.442894697189331,4.282482728793184
0.126,snip,0.98,Resnet-32,tinyimagenet,0,15,layer2.1.conv2,0.0104166669771075,64,90,14,287,8,8.0,0.7577947974205017,2.40625,13,1.875,0.2413439750671386,3.2589891631423096
0.126,snip,0.98,Resnet-32,tinyimagenet,0,16,layer2.2.conv1,0.0078125,64,69,14,195,18,3.555555555555556,0.3592934608459472,2.078125,12,1.25,0.355105996131897,2.951218437537764
0.126,snip,0.98,Resnet-32,tinyimagenet,0,17,layer2.2.conv2,0.00390625,64,33,24,44,33,1.9393939393939397,0.1005158424377441,1.515625,15,0.71875,0.2978778183460235,1.870299874012092
0.126,snip,0.98,Resnet-32,tinyimagenet,0,18,layer2.3.conv1,0.0021701389923691,64,20,20,15,44,1.4545454545454546,0.0099601745605468,1.3125,11,0.421875,0.0164814535528421,0.0948022463226901
0.126,snip,0.98,Resnet-32,tinyimagenet,0,19,layer2.3.conv2,0.0017361111240461,64,16,16,12,48,1.3333333333333333,0.0097310543060302,1.25,10,0.328125,0.074036955833435,0.2169861665164388
0.126,snip,0.98,Resnet-32,tinyimagenet,0,20,layer2.4.conv1,0.0016276041278615,64,15,15,8,49,1.3061224489795915,0.0075411796569824,1.234375,6,0.359375,0.0111544225364923,0.0719539729013296
0.126,snip,0.98,Resnet-32,tinyimagenet,0,21,layer2.4.conv2,0.0006510416860692,64,6,6,1,58,1.103448275862069,0.0031263828277587,1.09375,1,0.171875,0.0084602646529674,0.058084010838029
0.126,snip,0.98,Resnet-32,tinyimagenet,0,22,layer3.0.conv1,0.0007052951259538,96,12,12,12,84,1.1428571428571428,0.0232221285502115,1.125,5,0.1666666666666666,0.719903826713562,1.5845640429486825
0.126,snip,0.98,Resnet-32,tinyimagenet,0,23,layer3.0.conv2,0.00048828125,128,16,10,57,114,1.1228070175438596,0.0036429464817047,1.125,3,0.15625,0.0963071882724762,0.261033159575177
0.126,snip,0.98,Resnet-32,tinyimagenet,0,24,layer3.0.shortcut.0,0.0478515625,96,98,21,327,32,3.0,0.7013008197148641,2.020833333333333,16,1.1354166666666667,0.2821011543273926,4.008579631707759
0.126,snip,0.98,Resnet-32,tinyimagenet,0,25,layer3.1.conv1,0.0001898871560115,128,7,7,9,121,1.0578512396694215,0.0010066032409667,1.0546875,2,0.0703125,0.0069335540756583,0.0455443583121958
0.126,snip,0.98,Resnet-32,tinyimagenet,0,26,layer3.1.conv2,0.000379774312023,128,13,9,25,116,1.103448275862069,0.0021383762359619,1.1015625,4,0.1328125,0.0050074197351932,0.0733780863280971
0.126,snip,0.98,Resnet-32,tinyimagenet,0,27,layer3.2.conv1,0.0,128,0,0,0,128,1.0,0.0,1.0,0,0.0,,
0.126,snip,0.98,Resnet-32,tinyimagenet,0,28,layer3.2.conv2,0.0006781683769077,128,19,15,52,110,1.1636363636363636,0.0035973191261291,1.1484375,6,0.1796875,0.0079626869410276,0.1047444834091471
0.126,snip,0.98,Resnet-32,tinyimagenet,0,29,layer3.3.conv1,0.0003526475629769,128,12,8,25,117,1.094017094017094,0.0026180744171142,1.09375,4,0.125,0.0255993846803903,0.1162248742940245
0.126,snip,0.98,Resnet-32,tinyimagenet,0,30,layer3.3.conv2,0.0012749566230922,128,33,13,158,103,1.2427184466019416,0.0118050500750541,1.2578125,5,0.3046875,0.3850223422050476,0.91341102933442
0.126,snip,0.98,Resnet-32,tinyimagenet,0,31,layer3.4.conv1,0.0002983940939884,128,10,10,9,118,1.0847457627118644,0.0032358169555664,1.078125,5,0.1015625,0.0027124285697937,0.0916307826714264
0.126,snip,0.98,Resnet-32,tinyimagenet,0,32,layer3.4.conv2,0.0015190972480922,128,37,9,139,104,1.2307692307692308,0.0433880686759948,1.2890625,7,0.3828125,0.5371537208557129,1.9220377870469805
0.126,snip,0.98,Resnet-32,tinyimagenet,0,33,linear,0.1432031244039535,264,1833,11,54722,98,2.693877551020408,4.110856422872255,7.943181818181818,11,8.68560606060606,5.704920291900635,22.85536100369959
0.147,snip,0.98,Resnet-32,tinyimagenet,1,0,conv1,0.6759259104728699,19,48,0,408,1,19.0,6.807373046875,3.526315789473684,0,3.0,7.739655494689941,26.891362809352746
0.147,snip,0.98,Resnet-32,tinyimagenet,1,1,layer1.0.conv1,0.3637152910232544,32,240,0,3380,1,32.0,7.296111226081848,8.5,0,12.9375,4.882565975189209,16.381802164344066
0.147,snip,0.98,Resnet-32,tinyimagenet,1,2,layer1.0.conv2,0.3203125,32,227,0,3024,1,32.0,6.40494966506958,8.09375,0,11.875,4.432738304138184,15.3977956509426
0.147,snip,0.98,Resnet-32,tinyimagenet,1,3,layer1.1.conv1,0.3315972089767456,32,230,0,3109,1,32.0,6.895923614501953,8.1875,0,11.96875,4.678632736206055,15.054338366588624
0.147,snip,0.98,Resnet-32,tinyimagenet,1,4,layer1.1.conv2,0.2239583283662796,32,212,0,2639,1,32.0,5.219278335571289,7.625,0,9.96875,3.464688539505005,11.42305434663882
0.147,snip,0.98,Resnet-32,tinyimagenet,1,5,layer1.2.conv1,0.1931423544883728,32,197,0,2264,1,32.0,5.081880033016205,7.15625,0,10.0,3.2922046184539795,12.177113925994588
0.147,snip,0.98,Resnet-32,tinyimagenet,1,6,layer1.2.conv2,0.1328125,32,172,0,1724,1,32.0,3.680544853210449,6.375,0,7.96875,2.1704235076904297,8.259015275759564
0.147,snip,0.98,Resnet-32,tinyimagenet,1,7,layer1.3.conv1,0.1484375,32,177,0,1876,1,32.0,4.251895189285278,6.53125,0,8.59375,2.7464711666107178,9.887084817977897
0.147,snip,0.98,Resnet-32,tinyimagenet,1,8,layer1.3.conv2,0.1263020783662796,32,154,0,1427,1,32.0,3.619823694229126,5.8125,0,7.34375,2.089318990707397,8.270992715390863
0.147,snip,0.98,Resnet-32,tinyimagenet,1,9,layer1.4.conv1,0.12109375,32,142,0,1224,1,32.0,3.338597297668457,5.4375,0,5.8125,1.7431416511535645,8.50980009814393
0.147,snip,0.98,Resnet-32,tinyimagenet,1,10,layer1.4.conv2,0.0920138880610466,32,125,0,980,1,32.0,2.669158697128296,4.90625,0,5.4375,1.4652163982391355,6.484716120863182
0.147,snip,0.98,Resnet-32,tinyimagenet,1,11,layer2.0.conv1,0.0904947891831398,48,228,1,2483,1,48.0,3.233313769102097,5.75,1,6.291666666666667,1.9691612720489504,9.239819856475163
0.147,snip,0.98,Resnet-32,tinyimagenet,1,12,layer2.0.conv2,0.0277777779847383,64,188,6,1307,1,64.0,1.801137786358595,3.9375,6,3.828125,0.8711814880371094,6.194204374711137
0.147,snip,0.98,Resnet-32,tinyimagenet,1,13,layer2.0.shortcut.0,0.3046875,48,156,2,1144,1,48.0,1.839135726292928,4.25,2,3.75,0.8659250736236572,6.458700887840353
0.147,snip,0.98,Resnet-32,tinyimagenet,1,14,layer2.1.conv1,0.0263671875,64,173,7,1220,5,12.8,1.7230585515499115,3.703125,7,3.34375,1.20110821723938,7.733511257764757
0.147,snip,0.98,Resnet-32,tinyimagenet,1,15,layer2.1.conv2,0.0129123264923691,64,102,14,458,7,9.142857142857142,1.0609190464019775,2.59375,9,2.0,0.3135815858840942,4.573811954083192
0.147,snip,0.98,Resnet-32,tinyimagenet,1,16,layer2.2.conv1,0.0110677080228924,64,86,12,363,14,4.571428571428571,0.7944362163543701,2.34375,8,1.5625,0.4901105165481567,6.079557403820719
0.147,snip,0.98,Resnet-32,tinyimagenet,1,17,layer2.2.conv2,0.0078125,64,56,12,199,32,2.0,0.515784740447998,1.875,8,1.203125,0.2572011947631836,3.629069926435568
0.147,snip,0.98,Resnet-32,tinyimagenet,1,18,layer2.3.conv1,0.0055338540114462,64,42,11,131,36,1.7777777777777777,0.1104589700698852,1.65625,7,0.75,0.3811427354812622,2.111191778371172
0.147,snip,0.98,Resnet-32,tinyimagenet,1,19,layer2.3.conv2,0.0056423610076308,64,41,7,138,40,1.6,0.2041561603546142,1.640625,5,0.859375,0.31980961561203,2.485354049545961
0.147,snip,0.98,Resnet-32,tinyimagenet,1,20,layer2.4.conv1,0.0065104165114462,64,39,17,123,31,2.064516129032258,0.317381739616394,1.609375,9,0.8125,0.1189571619033813,3.309978667959649
0.147,snip,0.98,Resnet-32,tinyimagenet,1,21,layer2.4.conv2,0.0035807292442768,64,27,18,76,41,1.5609756097560976,0.183800458908081,1.421875,8,0.59375,0.1278805136680603,2.354084832773523
0.147,snip,0.98,Resnet-32,tinyimagenet,1,22,layer3.0.conv1,0.0022243922576308,96,35,7,110,73,1.3150684931506849,0.0229061444600423,1.3645833333333333,5,0.4375,0.1221511214971542,0.6253991446392887
0.147,snip,0.98,Resnet-32,tinyimagenet,1,23,layer3.0.conv2,0.00146484375,128,37,8,130,105,1.2190476190476192,0.0270450115203857,1.2890625,7,0.3671875,0.2506938576698303,1.025998539496399
0.147,snip,0.98,Resnet-32,tinyimagenet,1,24,layer3.0.shortcut.0,0.08544921875,96,175,19,1166,18,5.333333333333333,1.3040726259350777,2.8229166666666665,17,2.15625,0.917464017868042,6.5811876838232175
0.147,snip,0.98,Resnet-32,tinyimagenet,1,25,layer3.1.conv1,0.0030653211288154,128,68,11,414,96,1.3333333333333333,0.084606647491455,1.53125,8,0.6796875,0.5152733325958252,2.7779200517099785
0.147,snip,0.98,Resnet-32,tinyimagenet,1,26,layer3.1.conv2,0.0017903646221384,128,39,12,177,102,1.2549019607843137,0.0943962335586547,1.3046875,5,0.3828125,0.7200324535369873,3.0445393433858867
0.147,snip,0.98,Resnet-32,tinyimagenet,1,27,layer3.2.conv1,0.0011393228778615,128,27,15,94,106,1.2075471698113207,0.0314257144927978,1.2109375,5,0.25,0.5274778008460999,1.709047167190653
0.147,snip,0.98,Resnet-32,tinyimagenet,1,28,layer3.2.conv2,0.0022243922576308,128,47,9,265,100,1.28,0.0467927157878875,1.3671875,7,0.4453125,0.085989773273468,1.5636954049618683
0.147,snip,0.98,Resnet-32,tinyimagenet,1,29,layer3.3.conv1,0.00048828125,128,17,9,29,113,1.1327433628318584,0.0035661458969116,1.1328125,6,0.1875,0.0142405536025762,0.0959467105391132
0.147,snip,0.98,Resnet-32,tinyimagenet,1,30,layer3.3.conv2,0.0017632378730922,128,42,8,187,104,1.2307692307692308,0.018686294555664,1.328125,6,0.4140625,0.3143845796585083,1.0660014556071769
0.147,snip,0.98,Resnet-32,tinyimagenet,1,31,layer3.4.conv1,0.0034450953826308,128,72,10,468,93,1.3763440860215057,0.2129411101341247,1.5625,7,0.6953125,1.2231147289276123,5.955888320017081
0.147,snip,0.98,Resnet-32,tinyimagenet,1,32,layer3.4.conv2,0.0017632378730922,128,44,13,182,99,1.292929292929293,0.041420716792345,1.34375,8,0.4140625,0.7045242786407471,2.115517527223223
0.147,snip,0.98,Resnet-32,tinyimagenet,1,33,linear,0.1639843732118606,264,2099,6,63731,82,3.2195121951219514,5.496774633725484,8.950757575757576,6,10.113636363636363,6.090330600738525,25.408861019974893
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,0,conv1,0.6828703880310059,19,48,0,408,1,19.0,6.783819901315789,3.526315789473684,0,3.0,7.705101490020752,26.57634320228249
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,1,layer1.0.conv1,0.4435763955116272,32,250,0,3661,1,32.0,8.06143856048584,8.8125,0,14.0,6.210917472839356,17.09199677675545
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,2,layer1.0.conv2,0.3585069477558136,32,243,0,3461,1,32.0,7.376402378082275,8.59375,0,13.0,4.989806175231934,15.56982136830738
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,3,layer1.1.conv1,0.3038194477558136,32,232,0,3180,1,32.0,6.354684829711914,8.25,0,12.75,3.771866798400879,13.51502372805117
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,4,layer1.1.conv2,0.2790798544883728,32,221,0,2902,1,32.0,5.12967586517334,7.90625,0,11.65625,3.357433795928955,11.505331633228394
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,5,layer1.2.conv1,0.2361111044883728,32,224,0,2947,1,32.0,5.552701711654663,8.0,0,10.9375,3.78101658821106,11.838110521736349
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,6,layer1.2.conv2,0.1961805522441864,32,204,0,2462,1,32.0,4.915635108947754,7.375,0,9.75,3.316164255142212,10.573956071075012
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,7,layer1.3.conv1,0.1631944477558136,32,200,0,2402,1,32.0,4.419649124145508,7.25,0,9.6875,2.731022357940674,9.65980434670233
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,8,layer1.3.conv2,0.1440972238779068,32,169,0,1712,1,32.0,3.4236607253551483,6.28125,0,7.65625,1.8494073152542116,7.5096417390453105
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,9,layer1.4.conv1,0.1332465261220932,32,176,0,1850,1,32.0,3.758122444152832,6.5,0,7.84375,2.4421958923339844,8.63963329354202
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,10,layer1.4.conv2,0.0980902761220932,32,141,0,1187,1,32.0,2.827910661697388,5.40625,0,6.65625,1.599934220314026,6.529987638970244
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,11,layer2.0.conv1,0.0865885391831398,48,252,1,2933,1,48.0,3.532792806625366,6.25,1,7.1875,2.0937771797180176,9.82561459936938
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,12,layer2.0.conv2,0.0250651035457849,64,205,2,1431,2,32.0,2.1133187003433704,4.203125,2,4.09375,0.996906042098999,6.1021655600886895
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,13,layer2.0.shortcut.0,0.27734375,48,142,0,904,1,48.0,1.7379813194274902,3.9583333333333335,0,3.625,0.6998950242996216,5.820009078497005
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,14,layer2.1.conv1,0.0202907994389534,64,166,5,920,1,64.0,1.548223078250885,3.59375,5,3.34375,0.6997449398040771,5.840230779352176
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,15,layer2.1.conv2,0.0133463544771075,64,109,11,475,8,8.0,1.054004192352295,2.703125,10,2.015625,0.4656524658203125,4.316447530632262
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,16,layer2.2.conv1,0.0090060764923691,64,76,7,208,14,4.571428571428571,0.444095253944397,2.1875,7,1.484375,0.2685039639472961,2.699792379214342
0.1342,snip,0.98,Resnet-32,tinyimagenet,2,17,layer2.2.conv2,0.0071614584885537,64,58,19,176,22,2.909090909090909,0.374868631362915,1.90625,15,1.15625,0.2210727334022522,2.7252620027120247
